,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Key,Y
9364,53.0,2.0,48.0,2.0,1.0,2.0,15594.0,1590.0,14004.0,0.679,13016.0,118.0,0.616,0.102,Existing Customer,M,Unknown,Divorced,$80K - $120K,Blue,9365,0.9999399999999999
9365,48.0,3.0,36.0,1.0,4.0,2.0,34516.0,1823.0,32693.0,1.062,15552.0,108.0,0.831,0.053,Existing Customer,M,Graduate,Married,$120K +,Gold,9366,0.99974
9366,50.0,2.0,41.0,2.0,3.0,2.0,6704.0,0.0,6704.0,0.856,12576.0,103.0,0.7759999999999999,0.0,Existing Customer,F,High School,Single,Less than $40K,Blue,9367,0.9998299999999999
9367,53.0,3.0,38.0,1.0,3.0,2.0,32417.0,871.0,31546.0,0.9109999999999999,14381.0,121.0,0.862,0.027000000000000003,Existing Customer,M,Uneducated,Married,$60K - $80K,Silver,9368,0.9998299999999999
9368,48.0,1.0,36.0,1.0,3.0,1.0,2754.0,2152.0,602.0,0.821,13991.0,125.0,0.7609999999999999,0.7809999999999999,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,9369,0.9999
9369,41.0,3.0,29.0,1.0,3.0,4.0,27945.0,0.0,27945.0,0.902,8345.0,70.0,1.0590000000000002,0.0,Attrited Customer,M,Unknown,Married,$60K - $80K,Silver,9370,0.00187593
9370,51.0,2.0,35.0,1.0,2.0,2.0,34516.0,1068.0,33448.0,0.966,16428.0,123.0,0.809,0.031,Existing Customer,M,Uneducated,Single,$120K +,Blue,9371,0.9998799999999999
9371,51.0,2.0,37.0,1.0,2.0,3.0,7098.0,1829.0,5269.0,0.557,13139.0,102.0,0.789,0.258,Existing Customer,F,Unknown,Married,Less than $40K,Blue,9372,0.99979
9372,39.0,2.0,20.0,1.0,2.0,3.0,12338.0,1277.0,11061.0,0.828,15869.0,109.0,0.758,0.10400000000000001,Existing Customer,F,College,Single,Less than $40K,Silver,9373,0.9998299999999999
9373,51.0,2.0,42.0,1.0,3.0,2.0,16703.0,1140.0,15563.0,0.555,15472.0,122.0,0.768,0.068,Existing Customer,M,High School,Single,$60K - $80K,Blue,9374,0.9998299999999999
9374,43.0,2.0,24.0,2.0,2.0,2.0,16667.0,1463.0,15204.0,0.8029999999999999,15301.0,115.0,0.797,0.08800000000000001,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,9375,0.9998799999999999
9375,54.0,1.0,36.0,1.0,3.0,2.0,18512.0,1664.0,16848.0,0.889,8019.0,57.0,0.583,0.09,Attrited Customer,M,Post-Graduate,Unknown,$80K - $120K,Blue,9376,0.0050100000000000006
9376,47.0,3.0,35.0,2.0,3.0,1.0,14131.0,1333.0,12798.0,0.767,12779.0,103.0,0.6890000000000001,0.094,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,9377,0.9998799999999999
9377,51.0,3.0,36.0,1.0,3.0,1.0,3276.0,1474.0,1802.0,0.759,14212.0,116.0,0.6809999999999999,0.45,Existing Customer,F,Graduate,Single,Less than $40K,Blue,9378,0.99989
9378,38.0,4.0,36.0,1.0,3.0,1.0,34516.0,1435.0,33081.0,0.865,15584.0,114.0,0.8390000000000001,0.042,Existing Customer,M,Post-Graduate,Single,$80K - $120K,Silver,9379,0.9998799999999999
9379,38.0,2.0,28.0,1.0,1.0,2.0,3629.0,1891.0,1738.0,0.917,15982.0,113.0,0.687,0.521,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,9380,0.9999399999999999
9380,44.0,4.0,36.0,2.0,3.0,3.0,13067.0,1943.0,11124.0,0.85,15172.0,118.0,1.034,0.149,Existing Customer,F,Unknown,Single,Less than $40K,Silver,9381,0.9996799999999999
9381,32.0,3.0,36.0,2.0,2.0,1.0,3845.0,1871.0,1974.0,0.847,14593.0,110.0,0.8029999999999999,0.48700000000000004,Existing Customer,M,High School,Single,$40K - $60K,Blue,9382,0.9999299999999999
9382,41.0,5.0,32.0,4.0,3.0,3.0,12094.0,0.0,12094.0,0.995,8607.0,90.0,0.9570000000000001,0.0,Attrited Customer,M,Uneducated,Single,$80K - $120K,Blue,9383,0.00310348
9383,50.0,3.0,35.0,1.0,1.0,2.0,34516.0,1638.0,32878.0,0.7609999999999999,14474.0,121.0,0.833,0.047,Existing Customer,M,Graduate,Married,$120K +,Blue,9384,0.9999399999999999
9384,60.0,1.0,52.0,2.0,3.0,3.0,13312.0,1974.0,11338.0,0.898,14336.0,106.0,0.6559999999999999,0.14800000000000002,Existing Customer,F,Graduate,Married,Unknown,Blue,9385,0.99972
9385,38.0,1.0,36.0,2.0,2.0,2.0,3466.0,2517.0,949.0,0.6990000000000001,13140.0,94.0,0.7090000000000001,0.726,Existing Customer,F,Doctorate,Single,Less than $40K,Blue,9386,0.99985
9386,59.0,0.0,52.0,1.0,2.0,1.0,15223.0,1729.0,13494.0,0.863,14230.0,111.0,0.79,0.114,Existing Customer,M,High School,Single,$40K - $60K,Silver,9387,0.99995
9387,53.0,1.0,44.0,1.0,6.0,3.0,34516.0,831.0,33685.0,0.727,13247.0,107.0,0.754,0.024,Existing Customer,M,High School,Married,$120K +,Gold,9388,0.99975
9388,40.0,2.0,36.0,4.0,2.0,3.0,5989.0,0.0,5989.0,0.311,5843.0,60.0,0.17600000000000002,0.0,Attrited Customer,F,College,Single,Less than $40K,Blue,9389,0.00534
9389,45.0,5.0,36.0,2.0,3.0,2.0,5287.0,0.0,5287.0,0.841,8392.0,69.0,0.6829999999999999,0.0,Attrited Customer,M,High School,Divorced,$120K +,Blue,9390,0.00551
9390,53.0,1.0,43.0,2.0,1.0,3.0,9060.0,0.0,9060.0,0.775,14305.0,102.0,0.645,0.0,Existing Customer,M,High School,Unknown,$40K - $60K,Blue,9391,0.99992
9391,56.0,2.0,36.0,1.0,1.0,1.0,4731.0,831.0,3900.0,0.96,14952.0,118.0,0.7879999999999999,0.17600000000000002,Existing Customer,M,High School,Unknown,$80K - $120K,Blue,9392,0.99997
9392,60.0,0.0,47.0,1.0,2.0,3.0,9502.0,1881.0,7621.0,0.7170000000000001,14418.0,100.0,0.754,0.198,Existing Customer,F,Graduate,Single,$40K - $60K,Blue,9393,0.99984
9393,42.0,3.0,36.0,1.0,3.0,0.0,29738.0,2370.0,27368.0,0.8059999999999999,14270.0,97.0,0.902,0.08,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,9394,0.9999299999999999
9394,48.0,1.0,36.0,1.0,1.0,2.0,3918.0,813.0,3105.0,1.149,15867.0,103.0,1.06,0.20800000000000002,Existing Customer,F,Unknown,Single,Less than $40K,Blue,9395,0.9999399999999999
9395,58.0,1.0,40.0,1.0,2.0,3.0,3944.0,1006.0,2938.0,0.782,15315.0,124.0,0.851,0.255,Existing Customer,F,Unknown,Married,Less than $40K,Blue,9396,0.9998
9396,55.0,2.0,48.0,2.0,1.0,2.0,6577.0,1800.0,4777.0,0.7859999999999999,14229.0,120.0,0.69,0.27399999999999997,Existing Customer,M,Uneducated,Married,$120K +,Blue,9397,0.9999399999999999
9397,51.0,1.0,37.0,2.0,3.0,1.0,34516.0,2417.0,32099.0,0.9470000000000001,13021.0,117.0,0.625,0.07,Existing Customer,M,Graduate,Married,$120K +,Gold,9398,0.9998799999999999
9398,46.0,2.0,26.0,1.0,3.0,1.0,34516.0,714.0,33802.0,0.883,14279.0,97.0,0.764,0.021,Existing Customer,M,Post-Graduate,Married,$80K - $120K,Blue,9399,0.99987
9399,45.0,4.0,33.0,1.0,5.0,1.0,8670.0,1930.0,6740.0,0.9329999999999999,13767.0,96.0,0.655,0.223,Existing Customer,M,Graduate,Unknown,$60K - $80K,Blue,9400,0.99987
9400,40.0,3.0,20.0,1.0,2.0,2.0,32554.0,0.0,32554.0,0.872,8528.0,87.0,1.122,0.0,Attrited Customer,M,Graduate,Single,$80K - $120K,Blue,9401,0.00839
9401,56.0,1.0,36.0,2.0,1.0,3.0,8331.0,0.0,8331.0,0.705,14324.0,103.0,0.6890000000000001,0.0,Existing Customer,F,High School,Unknown,$40K - $60K,Blue,9402,0.99992
9402,34.0,4.0,26.0,2.0,2.0,2.0,32056.0,1668.0,30388.0,0.7709999999999999,12595.0,106.0,0.6829999999999999,0.052000000000000005,Existing Customer,F,High School,Single,Unknown,Silver,9403,0.9999
9403,48.0,3.0,36.0,1.0,1.0,2.0,15524.0,1148.0,14376.0,0.8290000000000001,13819.0,106.0,0.71,0.07400000000000001,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,9404,0.9999399999999999
9404,45.0,3.0,40.0,2.0,1.0,3.0,4010.0,2517.0,1493.0,0.71,14354.0,101.0,0.629,0.628,Existing Customer,F,Graduate,Married,Less than $40K,Blue,9405,0.9999
9405,42.0,5.0,36.0,2.0,4.0,3.0,3275.0,1525.0,1750.0,0.7490000000000001,14830.0,112.0,0.6970000000000001,0.466,Existing Customer,M,High School,Married,$60K - $80K,Blue,9406,0.9996299999999999
9406,49.0,1.0,37.0,1.0,2.0,2.0,18349.0,1209.0,17140.0,0.738,16422.0,110.0,0.8029999999999999,0.066,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,9407,0.9998799999999999
9407,35.0,2.0,24.0,2.0,3.0,1.0,3388.0,1659.0,1729.0,0.8420000000000001,13557.0,100.0,0.7240000000000001,0.49,Existing Customer,M,Post-Graduate,Single,$60K - $80K,Blue,9408,0.99987
9408,32.0,0.0,14.0,1.0,1.0,3.0,4015.0,0.0,4015.0,1.045,8363.0,65.0,0.8059999999999999,0.0,Attrited Customer,M,Post-Graduate,Single,$40K - $60K,Blue,9409,0.010579999999999999
9409,34.0,2.0,36.0,2.0,3.0,2.0,9719.0,2517.0,7202.0,0.9059999999999999,9183.0,51.0,0.7,0.259,Attrited Customer,M,High School,Single,$60K - $80K,Blue,9410,0.00569
9410,33.0,2.0,24.0,2.0,3.0,2.0,4178.0,2463.0,1715.0,0.815,16216.0,107.0,0.8140000000000001,0.59,Existing Customer,M,Post-Graduate,Single,$80K - $120K,Blue,9411,0.99979
9411,40.0,2.0,31.0,1.0,2.0,1.0,3735.0,1474.0,2261.0,0.7979999999999999,15039.0,130.0,0.757,0.395,Existing Customer,M,College,Married,$40K - $60K,Gold,9412,0.99992
9412,43.0,4.0,30.0,1.0,3.0,1.0,29856.0,1576.0,28280.0,0.8,14887.0,119.0,0.545,0.053,Existing Customer,M,Uneducated,Married,$60K - $80K,Silver,9413,0.99989
9413,29.0,1.0,22.0,2.0,3.0,3.0,11522.0,1203.0,10319.0,0.847,13720.0,119.0,0.831,0.10400000000000001,Existing Customer,M,Uneducated,Single,$40K - $60K,Blue,9414,0.99971
9414,42.0,3.0,37.0,2.0,2.0,3.0,3161.0,1788.0,1373.0,0.865,13692.0,117.0,0.828,0.5660000000000001,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,9415,0.9998
9415,48.0,2.0,28.0,1.0,3.0,3.0,14774.0,2517.0,12257.0,0.9790000000000001,8293.0,63.0,0.703,0.17,Attrited Customer,M,Graduate,Married,$80K - $120K,Blue,9416,0.00329379
9416,39.0,4.0,36.0,4.0,3.0,2.0,34516.0,2517.0,31999.0,0.841,8248.0,66.0,0.65,0.073,Attrited Customer,M,Unknown,Married,$60K - $80K,Gold,9417,0.00416767
9417,51.0,2.0,47.0,2.0,2.0,1.0,5118.0,980.0,4138.0,0.7859999999999999,14593.0,109.0,0.627,0.191,Existing Customer,F,Graduate,Married,Less than $40K,Blue,9418,0.9999299999999999
9418,41.0,2.0,33.0,2.0,3.0,3.0,14682.0,2517.0,12165.0,1.041,8193.0,72.0,0.846,0.171,Attrited Customer,M,College,Married,$80K - $120K,Blue,9419,0.00338757
9419,42.0,4.0,33.0,1.0,2.0,2.0,3108.0,2280.0,828.0,0.8440000000000001,14763.0,99.0,0.8,0.7340000000000001,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,9420,0.9998799999999999
9420,32.0,3.0,36.0,1.0,1.0,1.0,3223.0,1413.0,1810.0,1.0090000000000001,13648.0,103.0,0.635,0.43799999999999994,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,9421,0.99997
9421,43.0,1.0,34.0,5.0,1.0,3.0,28612.0,2517.0,26095.0,0.7120000000000001,14727.0,105.0,0.6409999999999999,0.08800000000000001,Existing Customer,M,Graduate,Married,$120K +,Blue,9422,0.9999100000000001
9422,50.0,1.0,37.0,1.0,1.0,1.0,6224.0,777.0,5447.0,0.743,13503.0,112.0,0.623,0.125,Existing Customer,M,Graduate,Married,$60K - $80K,Silver,9423,0.99997
9423,44.0,4.0,27.0,1.0,2.0,1.0,24134.0,1290.0,22844.0,0.8140000000000001,13311.0,110.0,0.642,0.053,Existing Customer,M,Doctorate,Married,$80K - $120K,Blue,9424,0.9999
9424,36.0,4.0,36.0,1.0,3.0,3.0,27929.0,1898.0,26031.0,0.725,14755.0,123.0,0.732,0.068,Existing Customer,M,High School,Single,$120K +,Blue,9425,0.99969
9425,44.0,4.0,34.0,1.0,3.0,3.0,3657.0,0.0,3657.0,0.785,14802.0,95.0,0.667,0.0,Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,9426,0.9996700000000001
9426,47.0,3.0,28.0,1.0,3.0,1.0,8257.0,961.0,7296.0,0.741,13769.0,104.0,0.857,0.11599999999999999,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,9427,0.99987
9427,45.0,4.0,30.0,1.0,2.0,1.0,23051.0,1836.0,21215.0,0.743,14393.0,107.0,0.8140000000000001,0.08,Existing Customer,F,College,Single,$40K - $60K,Gold,9428,0.99992
9428,53.0,2.0,42.0,2.0,1.0,3.0,14839.0,2226.0,12613.0,0.828,14625.0,115.0,0.769,0.15,Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,9429,0.9999
9429,43.0,3.0,34.0,1.0,3.0,1.0,3755.0,1591.0,2164.0,0.883,14402.0,110.0,0.8029999999999999,0.424,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,9430,0.9998799999999999
9430,48.0,5.0,36.0,2.0,3.0,0.0,3862.0,0.0,3862.0,0.807,15282.0,125.0,0.7120000000000001,0.0,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,9431,0.99992
9431,37.0,1.0,36.0,1.0,3.0,1.0,7539.0,0.0,7539.0,1.023,15293.0,129.0,0.743,0.0,Existing Customer,M,Doctorate,Unknown,$60K - $80K,Blue,9432,0.99985
9432,43.0,4.0,35.0,2.0,3.0,2.0,10588.0,503.0,10085.0,0.9179999999999999,7886.0,70.0,0.75,0.048,Attrited Customer,M,High School,Married,$80K - $120K,Blue,9433,0.00542
9433,59.0,2.0,50.0,2.0,1.0,2.0,11808.0,0.0,11808.0,0.813,13751.0,113.0,0.823,0.0,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,9434,0.9999399999999999
9434,31.0,1.0,26.0,1.0,1.0,3.0,15504.0,1277.0,14227.0,0.612,14181.0,126.0,0.615,0.08199999999999999,Existing Customer,M,High School,Divorced,$40K - $60K,Silver,9435,0.99992
9435,52.0,4.0,42.0,4.0,4.0,1.0,12091.0,0.0,12091.0,0.898,8127.0,74.0,0.805,0.0,Attrited Customer,F,Uneducated,Divorced,Unknown,Blue,9436,0.00702
9436,41.0,3.0,33.0,2.0,1.0,1.0,13818.0,609.0,13209.0,0.787,13209.0,101.0,0.6559999999999999,0.044000000000000004,Existing Customer,M,High School,Married,$80K - $120K,Blue,9437,0.99997
9437,53.0,2.0,48.0,2.0,3.0,3.0,4442.0,1107.0,3335.0,0.8220000000000001,14437.0,109.0,0.912,0.249,Existing Customer,F,Unknown,Married,$40K - $60K,Blue,9438,0.9996700000000001
9438,55.0,3.0,50.0,2.0,1.0,2.0,5282.0,1144.0,4138.0,0.8,13513.0,115.0,0.597,0.217,Existing Customer,M,High School,Married,$60K - $80K,Blue,9439,0.9999399999999999
9439,41.0,3.0,28.0,1.0,1.0,3.0,34516.0,1617.0,32899.0,0.625,13083.0,93.0,0.722,0.047,Existing Customer,M,College,Married,$80K - $120K,Blue,9440,0.9999100000000001
9440,55.0,1.0,42.0,1.0,4.0,2.0,34516.0,1583.0,32933.0,0.8240000000000001,12192.0,112.0,0.672,0.046,Existing Customer,M,High School,Single,$80K - $120K,Blue,9441,0.9998
9441,31.0,1.0,36.0,2.0,3.0,1.0,10353.0,1520.0,8833.0,0.7240000000000001,15028.0,124.0,0.746,0.147,Existing Customer,F,Unknown,Married,Less than $40K,Silver,9442,0.9999
9442,48.0,3.0,43.0,1.0,4.0,1.0,9959.0,0.0,9959.0,0.7509999999999999,14948.0,125.0,0.866,0.0,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,9443,0.9998600000000001
9443,42.0,2.0,36.0,2.0,2.0,1.0,6280.0,2181.0,4099.0,0.795,14109.0,92.0,0.878,0.34700000000000003,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,9444,0.9999299999999999
9444,57.0,4.0,36.0,2.0,2.0,3.0,13694.0,2219.0,11475.0,1.078,9040.0,63.0,0.8,0.162,Attrited Customer,M,Unknown,Divorced,$120K +,Blue,9445,0.00451007
9445,34.0,2.0,23.0,1.0,3.0,2.0,8940.0,1518.0,7422.0,0.726,14459.0,97.0,0.7020000000000001,0.17,Existing Customer,M,Graduate,Single,Less than $40K,Blue,9446,0.99982
9446,54.0,2.0,45.0,2.0,3.0,1.0,6546.0,1908.0,4638.0,0.6970000000000001,14103.0,112.0,0.672,0.29100000000000004,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,9447,0.99989
9447,46.0,2.0,39.0,1.0,1.0,2.0,32587.0,992.0,31595.0,1.139,15958.0,113.0,0.687,0.03,Existing Customer,F,Unknown,Married,Unknown,Silver,9448,0.99995
9448,38.0,2.0,25.0,1.0,1.0,1.0,11474.0,0.0,11474.0,0.628,13041.0,98.0,0.6609999999999999,0.0,Existing Customer,M,Graduate,Single,$60K - $80K,Blue,9449,0.99997
9449,40.0,5.0,31.0,1.0,3.0,3.0,34516.0,2203.0,32313.0,0.728,14204.0,96.0,0.92,0.064,Existing Customer,M,Unknown,Single,$120K +,Silver,9450,0.99969
9450,56.0,2.0,46.0,4.0,3.0,3.0,9463.0,764.0,8699.0,0.9940000000000001,7106.0,61.0,0.9059999999999999,0.081,Attrited Customer,F,High School,Married,Less than $40K,Blue,9451,0.00338788
9451,44.0,3.0,36.0,1.0,1.0,2.0,12552.0,1405.0,11147.0,0.7020000000000001,15508.0,95.0,0.792,0.11199999999999999,Existing Customer,M,Post-Graduate,Married,$40K - $60K,Blue,9452,0.9999299999999999
9452,39.0,2.0,24.0,2.0,3.0,2.0,21679.0,1073.0,20606.0,0.745,15581.0,115.0,0.797,0.049,Existing Customer,M,Graduate,Single,$60K - $80K,Blue,9453,0.99982
9453,42.0,5.0,36.0,1.0,2.0,2.0,10531.0,2330.0,8201.0,0.757,14955.0,118.0,0.662,0.221,Existing Customer,M,Post-Graduate,Unknown,$40K - $60K,Blue,9454,0.9998600000000001
9454,60.0,1.0,47.0,1.0,3.0,2.0,4905.0,2413.0,2492.0,0.853,15478.0,109.0,0.73,0.49200000000000005,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,9455,0.9998299999999999
9455,35.0,3.0,29.0,2.0,2.0,2.0,34516.0,0.0,34516.0,0.758,12847.0,106.0,0.738,0.0,Existing Customer,M,College,Unknown,$80K - $120K,Silver,9456,0.9999
9456,42.0,3.0,31.0,2.0,2.0,3.0,34516.0,2120.0,32396.0,0.9,14626.0,97.0,0.644,0.061,Existing Customer,M,Graduate,Single,$80K - $120K,Silver,9457,0.99982
9457,30.0,2.0,18.0,1.0,1.0,3.0,10017.0,726.0,9291.0,0.924,9299.0,68.0,0.619,0.07200000000000001,Attrited Customer,M,Graduate,Married,Less than $40K,Silver,9458,0.0118
9458,37.0,2.0,18.0,1.0,1.0,2.0,31832.0,518.0,31314.0,0.972,10201.0,59.0,0.7879999999999999,0.016,Attrited Customer,M,Uneducated,Unknown,$80K - $120K,Blue,9459,0.01735
9459,37.0,1.0,19.0,2.0,3.0,2.0,5843.0,1346.0,4497.0,0.6409999999999999,13299.0,95.0,0.863,0.23,Existing Customer,F,Graduate,Married,Less than $40K,Blue,9460,0.9998299999999999
9460,43.0,2.0,36.0,2.0,2.0,1.0,34427.0,1613.0,32814.0,0.7040000000000001,13545.0,112.0,0.672,0.047,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,9461,0.9999299999999999
9461,34.0,3.0,21.0,1.0,2.0,3.0,34516.0,0.0,34516.0,0.794,9177.0,50.0,1.083,0.0,Attrited Customer,M,High School,Unknown,$80K - $120K,Silver,9462,0.0057
9462,48.0,3.0,40.0,1.0,2.0,3.0,34516.0,1723.0,32793.0,0.628,13853.0,98.0,0.782,0.05,Existing Customer,M,Unknown,Unknown,$80K - $120K,Platinum,9463,0.9996200000000001
9463,31.0,0.0,19.0,1.0,3.0,3.0,34516.0,1984.0,32532.0,0.757,14969.0,96.0,0.8109999999999999,0.057,Existing Customer,M,Graduate,Divorced,$80K - $120K,Silver,9464,0.99977
9464,47.0,3.0,35.0,2.0,3.0,2.0,4779.0,2517.0,2262.0,0.929,8912.0,63.0,0.6579999999999999,0.527,Attrited Customer,F,Doctorate,Married,Less than $40K,Blue,9465,0.00368792
9465,51.0,1.0,22.0,2.0,3.0,3.0,4248.0,1177.0,3071.0,0.821,13958.0,116.0,0.785,0.27699999999999997,Existing Customer,M,Unknown,Single,$60K - $80K,Blue,9466,0.99969
9466,43.0,0.0,37.0,1.0,2.0,3.0,7872.0,989.0,6883.0,0.809,13746.0,104.0,0.733,0.126,Existing Customer,M,Post-Graduate,Single,$40K - $60K,Blue,9467,0.9998100000000001
9467,41.0,3.0,13.0,1.0,3.0,2.0,6077.0,1421.0,4656.0,0.7390000000000001,12489.0,97.0,0.764,0.23399999999999999,Existing Customer,F,Graduate,Unknown,Less than $40K,Blue,9468,0.9998100000000001
9468,48.0,3.0,36.0,2.0,3.0,1.0,3882.0,2029.0,1853.0,0.7509999999999999,13980.0,128.0,0.7070000000000001,0.523,Existing Customer,F,Graduate,Single,Less than $40K,Blue,9469,0.99989
9469,41.0,2.0,24.0,1.0,1.0,1.0,7207.0,1645.0,5562.0,0.9690000000000001,13730.0,96.0,0.745,0.228,Existing Customer,F,High School,Married,Less than $40K,Blue,9470,0.99997
9470,48.0,4.0,36.0,1.0,1.0,2.0,6121.0,1679.0,4442.0,0.705,14224.0,117.0,0.887,0.27399999999999997,Existing Customer,F,Unknown,Single,$40K - $60K,Blue,9471,0.9999399999999999
9471,40.0,4.0,36.0,6.0,3.0,2.0,34516.0,572.0,33944.0,1.05,8659.0,81.0,1.077,0.017,Attrited Customer,M,Uneducated,Single,$80K - $120K,Blue,9472,0.00513
9472,32.0,1.0,36.0,2.0,2.0,3.0,3535.0,1964.0,1571.0,0.6609999999999999,14080.0,85.0,0.809,0.556,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,9473,0.99982
9473,55.0,2.0,37.0,2.0,2.0,3.0,34516.0,1783.0,32733.0,0.821,8472.0,80.0,0.7390000000000001,0.052000000000000005,Attrited Customer,F,Unknown,Single,Unknown,Silver,9474,0.005229999999999999
9474,50.0,1.0,43.0,6.0,3.0,3.0,34516.0,432.0,34084.0,0.807,9045.0,72.0,1.0,0.013000000000000001,Attrited Customer,M,Graduate,Single,$80K - $120K,Silver,9475,0.0038814
9475,49.0,2.0,36.0,2.0,1.0,2.0,6224.0,1329.0,4895.0,0.74,14238.0,93.0,0.755,0.214,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,9476,0.9999399999999999
9476,37.0,0.0,36.0,2.0,2.0,3.0,9178.0,1585.0,7593.0,0.617,14932.0,110.0,0.8029999999999999,0.17300000000000001,Existing Customer,F,Doctorate,Single,Less than $40K,Blue,9477,0.99976
9477,31.0,1.0,24.0,2.0,1.0,3.0,4328.0,1493.0,2835.0,0.6509999999999999,14731.0,120.0,0.765,0.345,Existing Customer,M,High School,Married,$60K - $80K,Blue,9478,0.99992
9478,52.0,2.0,36.0,1.0,2.0,2.0,9959.0,1049.0,8910.0,0.976,15195.0,99.0,0.941,0.105,Existing Customer,M,College,Married,$80K - $120K,Blue,9479,0.99989
9479,60.0,0.0,47.0,1.0,2.0,2.0,9634.0,2076.0,7558.0,0.8759999999999999,14218.0,102.0,0.759,0.215,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,9480,0.9999
9480,35.0,2.0,31.0,2.0,2.0,2.0,19033.0,1555.0,17478.0,1.001,16033.0,116.0,0.812,0.08199999999999999,Existing Customer,F,Unknown,Divorced,Unknown,Blue,9481,0.99987
9481,48.0,1.0,39.0,2.0,3.0,1.0,8624.0,1709.0,6915.0,0.9670000000000001,15738.0,111.0,0.82,0.198,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,9482,0.9999
9482,44.0,3.0,32.0,1.0,2.0,2.0,3575.0,0.0,3575.0,0.843,7672.0,66.0,0.737,0.0,Attrited Customer,M,Graduate,Divorced,$40K - $60K,Blue,9483,0.00839
9483,44.0,2.0,34.0,2.0,3.0,3.0,5508.0,0.0,5508.0,0.89,7507.0,78.0,0.733,0.0,Attrited Customer,F,Graduate,Unknown,$40K - $60K,Blue,9484,0.00329379
9484,31.0,2.0,19.0,1.0,2.0,3.0,5871.0,1829.0,4042.0,0.81,15645.0,117.0,0.746,0.312,Existing Customer,M,Graduate,Single,Less than $40K,Blue,9485,0.9998100000000001
9485,56.0,1.0,36.0,6.0,4.0,3.0,15219.0,2281.0,12938.0,0.8320000000000001,7625.0,78.0,0.95,0.15,Attrited Customer,M,Uneducated,Single,$60K - $80K,Blue,9486,0.00282527
9486,46.0,2.0,32.0,2.0,3.0,1.0,34516.0,2328.0,32188.0,0.855,15754.0,121.0,0.7290000000000001,0.067,Existing Customer,M,Uneducated,Single,$120K +,Blue,9487,0.99989
9487,29.0,1.0,23.0,1.0,3.0,1.0,8147.0,1750.0,6397.0,0.7509999999999999,14912.0,114.0,0.8690000000000001,0.215,Existing Customer,M,Uneducated,Married,$40K - $60K,Blue,9488,0.9999
9488,37.0,2.0,28.0,1.0,3.0,1.0,3525.0,1519.0,2006.0,0.685,13625.0,110.0,1.0,0.431,Existing Customer,F,Post-Graduate,Single,Less than $40K,Blue,9489,0.99987
9489,32.0,1.0,24.0,1.0,1.0,2.0,9711.0,972.0,8739.0,0.647,14926.0,115.0,0.742,0.1,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,9490,0.99995
9490,52.0,2.0,47.0,1.0,1.0,1.0,11358.0,1425.0,9933.0,0.611,14327.0,92.0,0.6729999999999999,0.125,Existing Customer,M,High School,Married,$80K - $120K,Blue,9491,0.99997
9491,58.0,3.0,47.0,1.0,2.0,1.0,6765.0,0.0,6765.0,0.7390000000000001,14133.0,124.0,0.7709999999999999,0.0,Existing Customer,F,Graduate,Married,Less than $40K,Blue,9492,0.9999299999999999
9492,41.0,4.0,36.0,1.0,3.0,6.0,4725.0,1253.0,3472.0,1.008,9134.0,77.0,0.9740000000000001,0.265,Attrited Customer,M,Graduate,Married,$80K - $120K,Blue,9493,0.00060765
9493,50.0,4.0,37.0,1.0,2.0,3.0,3699.0,913.0,2786.0,0.866,7297.0,71.0,0.69,0.247,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,9494,0.00495524
